# OpenSignals Text File Format. Version 1
# {"98:D3:51:FD:71:01": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:51:FD:71:01", "device connection": "BTH98:D3:51:FD:71:01", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-6-28", "time": "9:16:24.5", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "ECGBIT", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	510	489	0	539	38	6	
1	0	0	0	0	503	494	0	541	38	6	
2	0	0	0	0	504	497	0	536	38	6	
3	0	0	0	0	512	497	0	534	38	6	
4	0	0	0	0	508	496	0	531	38	6	
5	0	0	0	0	502	493	0	528	38	6	
6	0	0	0	0	512	493	0	530	38	6	
7	0	0	0	0	503	494	0	528	38	6	
8	0	0	0	0	507	490	0	521	38	6	
9	0	0	0	0	503	490	0	518	38	6	
10	0	0	0	0	507	492	0	515	38	6	
11	0	0	0	0	513	493	0	518	38	6	
12	0	0	0	0	505	493	0	520	38	6	
13	0	0	0	0	512	493	0	516	38	6	
14	0	0	0	0	515	494	0	518	38	6	
15	0	0	0	0	515	494	0	516	38	6	
0	0	0	0	0	511	495	0	515	38	6	
1	0	0	0	0	509	496	0	511	38	6	
2	0	0	0	0	506	498	0	511	38	6	
3	0	0	0	0	507	499	0	536	38	6	
4	0	0	0	0	509	499	0	549	38	6	
5	0	0	0	0	509	500	0	577	38	6	
6	0	0	0	0	507	501	0	583	38	6	
7	0	0	0	0	505	503	0	594	38	6	
8	0	0	0	0	513	505	0	600	38	6	
9	0	0	0	0	509	505	0	583	38	6	
10	0	0	0	0	495	503	0	567	38	6	
11	0	0	0	0	496	505	0	552	38	6	
12	0	0	0	0	513	508	0	542	38	6	
13	0	0	0	0	515	511	0	541	38	6	
14	0	0	0	0	512	509	0	531	38	6	
15	0	0	0	0	512	506	0	530	38	6	
0	0	0	0	0	505	507	0	528	38	6	
1	0	0	0	0	506	509	0	545	38	6	
2	0	0	0	0	502	509	0	566	38	6	
3	0	0	0	0	511	504	0	568	38	6	
4	0	0	0	0	512	502	0	566	38	6	
5	0	0	0	0	513	500	0	569	38	6	
6	0	0	0	0	505	498	0	558	38	6	
7	0	0	0	0	506	499	0	562	38	6	
8	0	0	0	0	508	500	0	577	38	6	
9	0	0	0	0	508	501	0	574	38	6	
10	0	0	0	0	511	500	0	560	38	6	
11	0	0	0	0	507	498	0	547	38	6	
12	0	0	0	0	504	498	0	538	38	6	
13	0	0	0	0	509	497	0	533	38	6	
14	0	0	0	0	510	495	0	530	38	6	
15	0	0	0	0	505	492	0	528	38	6	
0	0	0	0	0	506	489	0	545	38	6	
1	0	0	0	0	506	489	0	562	38	6	
2	0	0	0	0	508	490	0	563	38	6	
3	0	0	0	0	504	491	0	556	38	6	
4	0	0	0	0	509	492	0	547	38	6	
5	0	0	0	0	506	492	0	539	38	6	
6	0	0	0	0	509	489	0	545	38	6	
7	0	0	0	0	503	489	0	529	38	6	
8	0	0	0	0	500	489	0	527	38	6	
9	0	0	0	0	498	488	0	527	38	6	
10	0	0	0	0	507	486	0	541	38	6	
11	0	0	0	0	507	483	0	559	38	6	
12	0	0	0	0	510	480	0	559	38	6	
13	0	0	0	0	514	480	0	556	38	6	
14	0	0	0	0	508	480	0	575	38	6	
15	0	0	0	0	504	476	0	571	38	6	
0	0	0	0	0	506	470	0	559	38	6	
1	0	0	0	0	506	467	0	555	38	6	
2	0	0	0	0	514	469	0	551	38	6	
3	0	0	0	0	505	468	0	541	38	6	
