# OpenSignals Text File Format. Version 1
# {"98:D3:41:FD:4F:0D": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:41:FD:4F:0D", "device connection": "BTH98:D3:41:FD:4F:0D", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-4-12", "time": "10:30:33.539", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["EMGBITREV", "ECGBIT", "EMGBITREV", "EMGBITREV", "EMGBITREV", "EMGBITREV"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	500	508	0	545	39	8	
1	0	0	0	0	502	507	0	543	38	8	
2	0	0	0	0	503	505	0	543	39	8	
3	0	0	0	0	503	507	0	541	39	9	
4	0	0	0	0	503	507	0	539	39	9	
5	0	0	0	0	505	505	0	547	39	9	
6	0	0	0	0	507	506	0	553	39	9	
7	0	0	0	0	505	507	0	552	39	9	
8	0	0	0	0	505	509	0	543	39	8	
9	0	0	0	0	504	509	0	537	38	8	
10	0	0	0	0	507	508	0	535	39	8	
11	0	0	0	0	508	508	0	533	39	8	
12	0	0	0	0	508	509	0	534	39	9	
13	0	0	0	0	509	508	0	536	39	9	
14	0	0	0	0	508	508	0	536	39	9	
15	0	0	0	0	504	507	0	536	39	9	
0	0	0	0	0	503	505	0	535	39	8	
1	0	0	0	0	498	505	0	532	38	8	
2	0	0	0	0	499	504	0	531	39	8	
3	0	0	0	0	498	504	0	532	39	8	
4	0	0	0	0	500	504	0	534	39	9	
5	0	0	0	0	501	504	0	542	39	9	
6	0	0	0	0	503	508	0	540	39	9	
7	0	0	0	0	504	507	0	540	39	9	
8	0	0	0	0	502	505	0	536	39	9	
9	0	0	0	0	504	506	0	532	38	9	
10	0	0	0	0	505	505	0	533	39	8	
11	0	0	0	0	506	506	0	534	39	8	
12	0	0	0	0	507	508	0	536	39	9	
13	0	0	0	0	508	507	0	534	39	9	
14	0	0	0	0	509	506	0	543	39	9	
15	0	0	0	0	505	505	0	560	39	9	
0	0	0	0	0	500	507	0	576	39	9	
1	0	0	0	0	499	507	0	597	38	9	
2	0	0	0	0	502	507	0	604	39	8	
3	0	0	0	0	501	507	0	606	39	8	
4	0	0	0	0	501	506	0	619	39	8	
5	0	0	0	0	502	508	0	615	39	9	
6	0	0	0	0	504	507	0	622	39	9	
7	0	0	0	0	504	508	0	614	39	9	
8	0	0	0	0	506	507	0	608	39	9	
9	0	0	0	0	502	507	0	610	38	8	
10	0	0	0	0	504	507	0	604	39	8	
11	0	0	0	0	506	508	0	611	39	8	
12	0	0	0	0	509	508	0	610	39	8	
13	0	0	0	0	510	508	0	604	39	9	
14	0	0	0	0	508	506	0	598	39	9	
15	0	0	0	0	511	506	0	607	39	9	
0	0	0	0	0	505	506	0	604	39	9	
1	0	0	0	0	501	506	0	599	38	9	
2	0	0	0	0	499	505	0	593	39	8	
3	0	0	0	0	501	505	0	588	39	8	
4	0	0	0	0	501	507	0	581	39	8	
5	0	0	0	0	503	508	0	566	39	8	
6	0	0	0	0	503	508	0	550	39	9	
7	0	0	0	0	504	506	0	548	39	9	
8	0	0	0	0	504	506	0	546	39	9	
9	0	0	0	0	504	506	0	544	38	9	
10	0	0	0	0	505	507	0	535	39	9	
11	0	0	0	0	504	507	0	530	39	8	
12	0	0	0	0	507	507	0	524	39	8	
13	0	0	0	0	509	509	0	522	39	8	
14	0	0	0	0	510	508	0	522	39	9	
15	0	0	0	0	508	509	0	521	39	9	
0	0	0	0	0	506	508	0	516	39	9	
1	0	0	0	0	504	507	0	513	38	9	
2	0	0	0	0	502	506	0	514	39	9	
3	0	0	0	0	500	506	0	514	39	8	
4	0	0	0	0	500	507	0	514	39	8	
5	0	0	0	0	502	507	0	515	39	8	
6	0	0	0	0	503	506	0	517	39	9	
7	0	0	0	0	503	504	0	517	39	9	
8	0	0	0	0	505	505	0	513	39	9	
9	0	0	0	0	505	505	0	509	38	9	
10	0	0	0	0	504	505	0	507	39	9	
11	0	0	0	0	501	504	0	509	39	9	
12	0	0	0	0	504	503	0	512	39	8	
13	0	0	0	0	504	503	0	515	39	8	
14	0	0	0	0	507	504	0	517	39	9	
15	0	0	0	0	507	504	0	516	39	9	
0	0	0	0	0	509	506	0	527	39	9	
1	0	0	0	0	507	506	0	550	38	9	
2	0	0	0	0	505	504	0	558	39	9	
3	0	0	0	0	501	504	0	553	39	9	
4	0	0	0	0	501	504	0	543	39	8	
5	0	0	0	0	500	504	0	537	39	8	
